"status","group","dsl_identifier","label","source_endpoint","source_column","report_period_selection","proposed_field_id","note"
"拟新增","三表扩展：TTM 流量","cash_received_sales_ttm","销售商品及劳务收现","cashflow","c_fr_sale_sg","latest_visible_ttm","financial.cashflow.cash_received_sales.ttm","截至最新可见报告期的最近十二个月流量；是收现总额，不是经营现金净流量。"
"拟新增","三表扩展：TTM 流量","cash_paid_goods_ttm","购买商品及劳务付现","cashflow","c_paid_goods_s","latest_visible_ttm","financial.cashflow.cash_paid_goods.ttm","截至最新可见报告期的最近十二个月流量；不同于营业成本。"
"拟新增","三表扩展：TTM 流量","cash_received_asset_disposals_ttm","处置长期资产收现净额","cashflow","n_recp_disp_fiolta","latest_visible_ttm","financial.cashflow.cash_received_asset_disposals.ttm","截至最新可见报告期的最近十二个月流量；是现金净额，不是处置利润。"
"拟新增","三表扩展：TTM 流量","cash_paid_acquisitions_ttm","取得子公司等付现净额","cashflow","n_disp_subs_oth_biz","latest_visible_ttm","financial.cashflow.cash_paid_acquisitions.ttm","截至最新可见报告期的最近十二个月流量；源列含义为取得子公司及其他营业单位的现金净支出。"
"拟新增","三表扩展：TTM 流量","cash_paid_investments_ttm","投资付现","cashflow","c_paid_invest","latest_visible_ttm","financial.cashflow.cash_paid_investments.ttm","截至最新可见报告期的最近十二个月流量；不同于全部投资现金流出。"
"拟新增","三表扩展：TTM 流量","cash_received_borrowing_ttm","借款收现","cashflow","c_recp_borrow","latest_visible_ttm","financial.cashflow.cash_received_borrowing.ttm","截至最新可见报告期的最近十二个月流量；不包含全部融资来源。"
"拟新增","三表扩展：TTM 流量","cash_paid_debt_repayment_ttm","偿债付现","cashflow","c_prepay_amt_borr","latest_visible_ttm","financial.cashflow.cash_paid_debt_repayment.ttm","截至最新可见报告期的最近十二个月流量；不按 prepay 拼写解释为提前还款。"
"拟新增","三表扩展：TTM 流量","operating_revenue_ttm","营业收入","income","revenue","latest_visible_ttm","financial.income.operating_revenue.ttm","截至最新可见报告期的最近十二个月流量；与现有 revenue 的营业总收入分开。"
"拟新增","三表扩展：TTM 流量","consolidated_net_profit_ttm","合并净利润","income","n_income","latest_visible_ttm","financial.income.consolidated_net_profit.ttm","截至最新可见报告期的最近十二个月流量；包含少数股东损益，与现有 net_profit 的归母口径分开。"
"拟新增","三表扩展：TTM 流量","operating_cost_ttm","营业成本","income","oper_cost","latest_visible_ttm","financial.income.operating_cost.ttm","截至最新可见报告期的最近十二个月流量；不同于营业总成本。"
"拟新增","三表扩展：TTM 流量","rd_expense_ttm","研发费用","income","rd_exp","latest_visible_ttm","financial.income.rd_expense.ttm","截至最新可见报告期的最近十二个月流量；与 fina_indicator.rd_exp 的研发投入合计分开。"
"拟新增","三表扩展：TTM 流量","investment_income_ttm","投资净收益","income","invest_income","latest_visible_ttm","financial.income.investment_income.ttm","截至最新可见报告期的最近十二个月流量；不自动认定为非经常性损益。"
"拟新增","三表扩展：TTM 流量","fair_value_gain_ttm","公允价值变动净收益","income","fv_value_chg_gain","latest_visible_ttm","financial.income.fair_value_gain.ttm","截至最新可见报告期的最近十二个月流量；是损益组成项，不是现金流。"
"拟新增","三表扩展：TTM 流量","nonoperating_income_ttm","营业外收入","income","non_oper_income","latest_visible_ttm","financial.income.nonoperating_income.ttm","截至最新可见报告期的最近十二个月流量；不能全部等同于扣非事项。"
"拟新增","三表扩展：TTM 流量","nonoperating_expense_ttm","营业外支出","income","non_oper_exp","latest_visible_ttm","financial.income.nonoperating_expense.ttm","截至最新可见报告期的最近十二个月流量；与净营业外收支及扣非计算分开。"
"拟新增","核心流量：TTM","revenue_ttm","营业总收入 TTM","income","total_revenue","latest_visible_ttm","financial.income.total_revenue.ttm","匹配可见报告重构 TTM；与 revenue 使用同一收入范围，期间改为最近十二个月；不同于 operating_revenue_ttm 的营业收入。"
"拟新增","核心流量：TTM","net_profit_ttm","归母净利润 TTM","income","n_income_attr_p","latest_visible_ttm","financial.income.net_profit_parent.ttm","匹配可见报告重构 TTM；归母口径；与 consolidated_net_profit_ttm 的合并净利润分开。"
"拟新增","核心流量：TTM","operating_cash_flow_ttm","经营现金流净额 TTM","cashflow","n_cashflow_act","latest_visible_ttm","financial.cashflow.operating_cash_flow.ttm","匹配可见报告重构 TTM；与 operating_cash_flow 使用同一合并现金流口径，期间为最近十二个月。"
